case:concept:name,concept:name,Resource,time:timestamp,Variant,Variant index,Variant.1,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 3625,Resolve ticket,Value 2,2010/02/12 11:00:01.000,Variant 4,4,Variant 4,Value 1,Value 53,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1
Case 3636,Assign seriousness,Value 19,2010/07/13 12:30:47.000,Variant 1,1,Variant 1,Value 1,Value 301,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3636,Take in charge ticket,Value 2,2010/07/13 12:32:04.000,Variant 1,1,Variant 1,Value 1,Value 301,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3636,Resolve ticket,Value 2,2010/07/13 13:44:13.000,Variant 1,1,Variant 1,Value 1,Value 301,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3644,Assign seriousness,Value 9,2010/07/02 10:46:43.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3644,Take in charge ticket,Value 19,2010/07/29 10:19:53.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3644,Resolve ticket,Value 19,2010/07/29 10:32:48.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3680,Assign seriousness,Value 2,2010/06/28 09:50:23.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3680,Take in charge ticket,Value 2,2010/06/30 13:20:08.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3680,Resolve ticket,Value 2,2010/06/30 13:41:12.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3693,Assign seriousness,Value 2,2010/07/01 09:32:09.000,Variant 1,1,Variant 1,Value 1,Value 62,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3693,Take in charge ticket,Value 2,2010/07/01 10:07:28.000,Variant 1,1,Variant 1,Value 1,Value 62,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3693,Resolve ticket,Value 2,2010/07/01 10:38:41.000,Variant 1,1,Variant 1,Value 1,Value 62,Value 3,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case 3703,Assign seriousness,Value 2,2010/04/21 16:26:27.000,Variant 6,6,Variant 6,Value 1,Value 8,Value 9,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 3703,Take in charge ticket,Value 16,2010/05/04 13:24:10.000,Variant 6,6,Variant 6,Value 1,Value 8,Value 9,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 3703,Resolve ticket,Value 16,2010/05/05 16:32:34.000,Variant 6,6,Variant 6,Value 1,Value 8,Value 9,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 3703,Resolve ticket,Value 16,2010/05/05 16:32:34.000,Variant 6,6,Variant 6,Value 1,Value 8,Value 9,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 3724,Assign seriousness,Value 6,2010/03/12 11:17:34.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 2,Value 1,Value 2,Value 2,Value 3,Value 1
Case 3724,Take in charge ticket,Value 6,2010/03/12 11:18:44.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 2,Value 1,Value 2,Value 2,Value 3,Value 1
Case 3724,Resolve ticket,Value 6,2010/03/12 13:23:50.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 2,Value 1,Value 2,Value 2,Value 3,Value 1
Case 3735,Assign seriousness,Value 2,2010/03/12 08:25:59.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 1
Case 3735,Take in charge ticket,Value 2,2010/03/12 08:26:07.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 1
Case 3735,Resolve ticket,Value 2,2010/03/16 09:08:06.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 1
Case 3746,Assign seriousness,Value 2,2010/03/22 10:55:08.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 3,Value 1,Value 3,Value 1,Value 3,Value 3
Case 3746,Take in charge ticket,Value 2,2010/03/29 08:42:13.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 3,Value 1,Value 3,Value 1,Value 3,Value 3
Case 3746,Resolve ticket,Value 2,2010/04/26 14:02:46.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 3,Value 1,Value 3,Value 1,Value 3,Value 3
Case 3750,Assign seriousness,Value 9,2010/06/30 08:28:23.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 3,Value 4,Value 4,Value 3,Value 1,Value 1,Value 1
Case 3750,Take in charge ticket,Value 2,2010/06/30 08:50:00.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 3,Value 4,Value 4,Value 3,Value 1,Value 1,Value 1
Case 3750,Resolve ticket,Value 2,2010/06/30 10:53:22.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 3,Value 4,Value 4,Value 3,Value 1,Value 1,Value 1
Case 3756,Assign seriousness,Value 2,2010/04/07 16:29:05.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 3,Value 1,Value 2,Value 1,Value 3,Value 3
Case 3756,Take in charge ticket,Value 2,2010/04/08 10:16:07.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 3,Value 1,Value 2,Value 1,Value 3,Value 3
Case 3756,Resolve ticket,Value 2,2010/04/08 10:16:11.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 3,Value 1,Value 2,Value 1,Value 3,Value 3
Case 3780,Assign seriousness,Value 2,2010/05/25 07:53:56.000,Variant 4,4,Variant 4,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 3780,Assign seriousness,Value 10,2010/06/01 16:38:24.000,Variant 4,4,Variant 4,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 3780,Take in charge ticket,Value 10,2010/06/01 16:38:35.000,Variant 4,4,Variant 4,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 3780,Resolve ticket,Value 10,2010/06/01 16:39:46.000,Variant 4,4,Variant 4,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 3784,Assign seriousness,Value 19,2010/07/28 08:01:05.000,Variant 1,1,Variant 1,Value 1,Value 260,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3806,Assign seriousness,Value 2,2010/02/04 08:22:39.000,Variant 38,38,Variant 38,Value 1,Value 194,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case 3806,Take in charge ticket,Value 2,2010/02/04 08:22:54.000,Variant 38,38,Variant 38,Value 1,Value 194,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case 3806,Wait,Value 2,2010/02/04 09:07:26.000,Variant 38,38,Variant 38,Value 1,Value 194,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case 3806,Take in charge ticket,Value 2,2010/02/26 08:53:59.000,Variant 38,38,Variant 38,Value 1,Value 194,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case 3806,Resolve ticket,Value 2,2010/02/26 08:54:05.000,Variant 38,38,Variant 38,Value 1,Value 194,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case 3806,Resolve ticket,Value 2,2010/02/26 09:31:08.000,Variant 38,38,Variant 38,Value 1,Value 194,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1
Case 3809,Assign seriousness,Value 9,2010/07/13 13:19:21.000,Variant 4,4,Variant 4,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2
Case 3809,Assign seriousness,Value 2,2010/07/13 13:57:22.000,Variant 4,4,Variant 4,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2
Case 3809,Take in charge ticket,Value 12,2010/07/14 14:01:23.000,Variant 4,4,Variant 4,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2
Case 3809,Resolve ticket,Value 12,2010/07/14 14:01:34.000,Variant 4,4,Variant 4,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2
Case 3837,Assign seriousness,Value 2,2010/05/04 07:07:55.000,Variant 24,24,Variant 24,Value 1,Value 18,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3837,Wait,Value 12,2010/05/07 14:58:36.000,Variant 24,24,Variant 24,Value 1,Value 18,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3837,Take in charge ticket,Value 2,2010/05/19 16:51:06.000,Variant 24,24,Variant 24,Value 1,Value 18,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3837,Resolve ticket,Value 2,2010/05/28 08:17:28.000,Variant 24,24,Variant 24,Value 1,Value 18,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 3840,Assign seriousness,Value 2,2010/07/26 07:58:41.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3840,Take in charge ticket,Value 2,2010/07/26 13:04:04.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3840,Resolve ticket,Value 2,2010/07/26 13:05:43.000,Variant 1,1,Variant 1,Value 1,Value 5,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 3849,Assign seriousness,Value 2,2010/02/09 16:10:28.000,Variant 6,6,Variant 6,Value 1,Value 319,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 3849,Take in charge ticket,Value 2,2010/03/19 08:41:33.000,Variant 6,6,Variant 6,Value 1,Value 319,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 3849,Resolve ticket,Value 2,2010/03/19 08:41:38.000,Variant 6,6,Variant 6,Value 1,Value 319,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 3849,Resolve ticket,Value 2,2010/03/19 08:51:04.000,Variant 6,6,Variant 6,Value 1,Value 319,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 3850,Assign seriousness,Value 15,2010/05/26 15:06:56.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3850,Take in charge ticket,Value 2,2010/05/27 12:39:45.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3850,Resolve ticket,Value 2,2010/05/28 08:16:23.000,Variant 1,1,Variant 1,Value 1,Value 18,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3852,Assign seriousness,Value 2,2010/04/23 09:31:20.000,Variant 1,1,Variant 1,Value 1,Value 34,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3852,Take in charge ticket,Value 2,2010/05/17 14:39:38.000,Variant 1,1,Variant 1,Value 1,Value 34,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3852,Resolve ticket,Value 2,2010/05/17 14:40:59.000,Variant 1,1,Variant 1,Value 1,Value 34,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3863,Assign seriousness,Value 2,2010/04/26 10:44:47.000,Variant 1,1,Variant 1,Value 1,Value 208,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3863,Take in charge ticket,Value 2,2010/04/26 10:45:07.000,Variant 1,1,Variant 1,Value 1,Value 208,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3863,Resolve ticket,Value 2,2010/04/26 10:45:13.000,Variant 1,1,Variant 1,Value 1,Value 208,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3866,Assign seriousness,Value 2,2010/04/01 09:18:25.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 2
Case 3866,Take in charge ticket,Value 11,2010/04/02 08:04:00.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 2
Case 3866,Resolve ticket,Value 11,2010/04/02 08:04:25.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 2
Case 3876,Assign seriousness,Value 2,2010/03/08 10:18:30.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case 3876,Take in charge ticket,Value 2,2010/03/08 11:31:55.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case 3876,Resolve ticket,Value 2,2010/03/08 11:32:00.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case 3883,Insert ticket,Value 11,2010/03/17 09:03:18.000,Variant 7,7,Variant 7,Value 1,Value 9,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case 3883,Assign seriousness,Value 11,2010/03/17 09:04:13.000,Variant 7,7,Variant 7,Value 1,Value 9,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case 3883,Take in charge ticket,Value 11,2010/03/17 09:04:20.000,Variant 7,7,Variant 7,Value 1,Value 9,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case 3883,Resolve ticket,Value 11,2010/03/17 09:09:08.000,Variant 7,7,Variant 7,Value 1,Value 9,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case 3886,Insert ticket,Value 15,2010/04/30 06:53:24.000,Variant 63,63,Variant 63,Value 1,Value 256,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3886,Assign seriousness,Value 15,2010/04/30 06:53:59.000,Variant 63,63,Variant 63,Value 1,Value 256,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3886,Assign seriousness,Value 2,2010/05/17 12:32:02.000,Variant 63,63,Variant 63,Value 1,Value 256,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3886,Assign seriousness,Value 2,2010/06/09 15:52:55.000,Variant 63,63,Variant 63,Value 1,Value 256,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3886,Take in charge ticket,Value 2,2010/06/09 15:53:04.000,Variant 63,63,Variant 63,Value 1,Value 256,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3886,Resolve ticket,Value 2,2010/06/09 15:53:17.000,Variant 63,63,Variant 63,Value 1,Value 256,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3893,Assign seriousness,Value 2,2010/05/04 07:47:33.000,Variant 3,3,Variant 3,Value 1,Value 145,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3893,Take in charge ticket,Value 2,2010/05/21 07:02:59.000,Variant 3,3,Variant 3,Value 1,Value 145,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3893,Wait,Value 2,2010/05/21 07:18:03.000,Variant 3,3,Variant 3,Value 1,Value 145,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3893,Take in charge ticket,Value 2,2010/05/21 14:04:34.000,Variant 3,3,Variant 3,Value 1,Value 145,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3893,Resolve ticket,Value 2,2010/05/21 14:46:05.000,Variant 3,3,Variant 3,Value 1,Value 145,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 3910,Assign seriousness,Value 2,2010/07/06 14:23:29.000,Variant 1,1,Variant 1,Value 1,Value 135,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3910,Take in charge ticket,Value 2,2010/07/06 14:55:06.000,Variant 1,1,Variant 1,Value 1,Value 135,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3910,Resolve ticket,Value 2,2010/07/06 15:22:43.000,Variant 1,1,Variant 1,Value 1,Value 135,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3911,Assign seriousness,Value 15,2010/06/11 10:30:16.000,Variant 4,4,Variant 4,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3911,Assign seriousness,Value 15,2010/06/11 10:30:41.000,Variant 4,4,Variant 4,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3911,Take in charge ticket,Value 16,2010/06/14 17:00:45.000,Variant 4,4,Variant 4,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3911,Resolve ticket,Value 16,2010/06/14 17:00:53.000,Variant 4,4,Variant 4,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 3918,Assign seriousness,Value 2,2010/02/09 08:47:01.000,Variant 1,1,Variant 1,Value 1,Value 125,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 3
Case 3918,Take in charge ticket,Value 2,2010/03/09 15:17:24.000,Variant 1,1,Variant 1,Value 1,Value 125,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 3
Case 3918,Resolve ticket,Value 2,2010/03/09 15:17:28.000,Variant 1,1,Variant 1,Value 1,Value 125,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 3
Case 3937,Assign seriousness,Value 19,2010/07/21 09:52:47.000,Variant 1,1,Variant 1,Value 1,Value 49,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3937,Take in charge ticket,Value 19,2010/07/29 07:42:13.000,Variant 1,1,Variant 1,Value 1,Value 49,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3937,Resolve ticket,Value 19,2010/07/29 08:22:22.000,Variant 1,1,Variant 1,Value 1,Value 49,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3967,Assign seriousness,Value 2,2010/04/20 14:22:14.000,Variant 1,1,Variant 1,Value 1,Value 57,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3967,Take in charge ticket,Value 2,2010/04/21 13:06:28.000,Variant 1,1,Variant 1,Value 1,Value 57,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3967,Resolve ticket,Value 2,2010/04/21 13:06:45.000,Variant 1,1,Variant 1,Value 1,Value 57,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 3977,Assign seriousness,Value 19,2010/07/09 15:17:19.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 3977,Take in charge ticket,Value 19,2010/07/14 14:34:30.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 3977,Resolve ticket,Value 19,2010/07/14 14:54:34.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 3978,Insert ticket,Value 11,2010/04/29 15:19:12.000,Variant 7,7,Variant 7,Value 1,Value 243,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 3978,Assign seriousness,Value 11,2010/04/29 15:19:26.000,Variant 7,7,Variant 7,Value 1,Value 243,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 3978,Take in charge ticket,Value 11,2010/04/30 15:02:27.000,Variant 7,7,Variant 7,Value 1,Value 243,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 1
Case 3978,Resolve ticket,Value 11,2010/05/04 07:20:04.000,Variant 7,7,Variant 7,Value 1,Value 243,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 1
Case 4008,Assign seriousness,Value 2,2010/04/02 12:37:23.000,Variant 3,3,Variant 3,Value 1,Value 162,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case 4008,Take in charge ticket,Value 2,2010/04/27 08:07:43.000,Variant 3,3,Variant 3,Value 1,Value 162,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case 4008,Wait,Value 2,2010/04/27 08:45:55.000,Variant 3,3,Variant 3,Value 1,Value 162,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case 4008,Take in charge ticket,Value 2,2010/04/28 14:45:48.000,Variant 3,3,Variant 3,Value 1,Value 162,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case 4008,Resolve ticket,Value 2,2010/04/28 14:53:24.000,Variant 3,3,Variant 3,Value 1,Value 162,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 1
Case 4062,Assign seriousness,Value 19,2010/07/23 08:59:35.000,Variant 1,1,Variant 1,Value 1,Value 155,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 4062,Take in charge ticket,Value 6,2010/07/29 13:47:13.000,Variant 1,1,Variant 1,Value 1,Value 155,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case 4065,Assign seriousness,Value 15,2010/07/19 13:52:32.000,Variant 4,4,Variant 4,Value 1,Value 151,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4065,Assign seriousness,Value 2,2010/07/19 15:28:15.000,Variant 4,4,Variant 4,Value 1,Value 151,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4065,Take in charge ticket,Value 2,2010/07/19 15:28:26.000,Variant 4,4,Variant 4,Value 1,Value 151,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4065,Resolve ticket,Value 15,2010/07/22 15:59:39.000,Variant 4,4,Variant 4,Value 1,Value 151,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4066,Assign seriousness,Value 2,2010/06/16 08:28:25.000,Variant 1,1,Variant 1,Value 1,Value 390,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4066,Take in charge ticket,Value 2,2010/06/21 10:35:45.000,Variant 1,1,Variant 1,Value 1,Value 390,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4066,Resolve ticket,Value 2,2010/06/21 15:55:21.000,Variant 1,1,Variant 1,Value 1,Value 390,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4075,Insert ticket,Value 19,2010/07/27 09:41:44.000,Variant 7,7,Variant 7,Value 1,Value 284,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4075,Assign seriousness,Value 19,2010/07/27 15:45:42.000,Variant 7,7,Variant 7,Value 1,Value 284,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4077,Insert ticket,Value 11,2010/03/15 10:35:48.000,Variant 7,7,Variant 7,Value 1,Value 35,Value 3,Value 4,Value 2,Value 3,Value 2,Value 3,Value 1
Case 4077,Assign seriousness,Value 11,2010/03/15 10:35:57.000,Variant 7,7,Variant 7,Value 1,Value 35,Value 3,Value 4,Value 2,Value 3,Value 2,Value 3,Value 1
Case 4077,Take in charge ticket,Value 11,2010/03/15 10:36:06.000,Variant 7,7,Variant 7,Value 1,Value 35,Value 3,Value 4,Value 2,Value 3,Value 2,Value 3,Value 1
Case 4077,Resolve ticket,Value 11,2010/03/15 11:12:05.000,Variant 7,7,Variant 7,Value 1,Value 35,Value 3,Value 4,Value 2,Value 3,Value 2,Value 3,Value 1
Case 4078,Assign seriousness,Value 2,2010/03/16 08:09:09.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 2
Case 4078,Take in charge ticket,Value 12,2010/03/16 14:26:25.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 2
Case 4078,Resolve ticket,Value 12,2010/03/16 14:28:38.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 4,Value 2,Value 2,Value 2,Value 3,Value 2
Case 4079,Assign seriousness,Value 2,2010/07/12 12:42:45.000,Variant 1,1,Variant 1,Value 1,Value 180,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4079,Take in charge ticket,Value 2,2010/07/12 12:43:53.000,Variant 1,1,Variant 1,Value 1,Value 180,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4079,Resolve ticket,Value 2,2010/07/12 12:53:43.000,Variant 1,1,Variant 1,Value 1,Value 180,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4098,Assign seriousness,Value 6,2010/05/10 13:50:22.000,Variant 1,1,Variant 1,Value 1,Value 54,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4098,Take in charge ticket,Value 2,2010/05/12 12:16:49.000,Variant 1,1,Variant 1,Value 1,Value 54,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4098,Resolve ticket,Value 2,2010/05/26 13:32:33.000,Variant 1,1,Variant 1,Value 1,Value 54,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 4101,Assign seriousness,Value 6,2010/06/24 12:54:57.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4101,Take in charge ticket,Value 6,2010/06/24 13:21:25.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4101,Resolve ticket,Value 6,2010/06/24 13:21:39.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4101,Take in charge ticket,Value 6,2010/06/25 14:13:49.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4101,Wait,Value 6,2010/06/25 14:54:04.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4101,Take in charge ticket,Value 6,2010/06/30 13:53:55.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4101,Resolve ticket,Value 6,2010/06/30 13:55:26.000,Variant 20,20,Variant 20,Value 1,Value 247,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 4105,Assign seriousness,Value 2,2010/04/21 15:28:50.000,Variant 1,1,Variant 1,Value 1,Value 384,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
Case 4105,Take in charge ticket,Value 2,2010/05/12 13:26:15.000,Variant 1,1,Variant 1,Value 1,Value 384,Value 3,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1
